variant,spec_name,pattern,score_mod,mask_mod,rownorm,batch,heads,sq,sk,dim,value_dim,dtype,device,threads,tile_q,tile_k,median_latency_ms,calls_per_second,tokens_per_second,score_tile_elements,score_tile_bytes,score_tile_kib,q_tiles,kv_tile_interactions,is_best
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,256,512,21.290167031111196,46.97004013818707,48097.32110150356,1048576,4194304,4096.0,4,8,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,256,1024,21.869638992939144,45.72549187130437,46822.903676215676,2097152,8388608,8192.0,4,4,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,512,16,35.15959100332111,28.44174154089397,29124.343337875427,65536,262144,256.0,2,128,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,512,32,26.845043001230806,37.25082503887781,38144.844839810874,131072,524288,512.0,2,64,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,512,64,23.116000986192375,43.26007775295212,44298.31961902297,262144,1048576,1024.0,2,32,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,512,128,21.72834798693657,46.02282698165622,47127.37482921597,524288,2097152,2048.0,2,16,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,512,256,21.219410496996716,47.12666264416416,48257.7025476241,1048576,4194304,4096.0,2,8,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,512,512,25.539736496284604,39.15467178549297,40094.383908344804,2097152,8388608,8192.0,2,4,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,512,1024,29.42551448359154,33.98411268416825,34799.73138858829,4194304,16777216,16384.0,2,2,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,1024,16,34.67768552945927,28.83698795729846,29529.075668273625,131072,524288,512.0,1,64,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,1024,32,27.47457250370644,36.397290617173226,37270.825591985384,262144,1048576,1024.0,1,32,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,1024,64,24.19938051025383,41.32337187624605,42315.132801275955,524288,2097152,2048.0,1,16,False
relu,relu,parallel,"[{""name"":""scale"",""value"":null},{""name"":""relu"",""value"":null}]",null,"{""name"":""identity"",""value"":null}",1,8,1024,1024,128,128,float32,cpu,8,1024,128,22.815306001575664,43.830225197546696,44882.15060228782,1048576,4194304,4096.0,1,8,False
